Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons)
1997,Orissa,Keonjhar,217.59,283.72,1.77,3.54,0.14,0.87
1998,Orissa,Keonjhar,216.8,158.87,1.14,1.09,0.26,1.78
1999,Orissa,Keonjhar,208.44,168.43,1.61,1.92,0.26,0.79
2000,Orissa,Keonjhar,201.5,210.37,1.66,2.06,0.28,1.09
2001,Orissa,Keonjhar,212.33,282.38,1.67,2.13,0.29,0.84
2002,Orissa,Keonjhar,212.4,108.42,1.13,1.3,0.13,0.24
2003,Orissa,Keonjhar,221.34,341.63,1.44,1.91,0.3,1.63
2004,Orissa,Keonjhar,205.64,277.19,1.41,1.72,0.16,1
2005,Orissa,Keonjhar,201.07,286.82,1.24,1.53,0.3,1.82
2006,Orissa,Keonjhar,191.92,264.93,1.29,1.64,0.28,1.7
2007,Orissa,Keonjhar,206.74,341.02,1.33,1.74,0.2,1.22
2008,Orissa,Keonjhar,207.16,278,1.48,1.99,0.19,1.15
2009,Orissa,Keonjhar,195.51,282.17,1.27,1.9,0.15,0.72
2010,Orissa,Keonjhar,181.57,194.97,1.46,2.34,0.05,0.38
2011,Orissa,Keonjhar,171.46,293.73,1.45,2.45,0.05,0.36
2012,Orissa,Keonjhar,170.65,283.99,1.13,1.91,0.07,0.47
2013,Orissa,Keonjhar,175.37,272.65,1.14,1.97,0,0
2014,Orissa,Keonjhar,175.8,412.75,1.15,1.99,0.1,0.69
2015,Orissa,Keonjhar,182.9,206.98,0.44,0.76,0,0
2016,Orissa,Keonjhar,192.84,422.25,0.29,0.46,0.09,0.63
2017,Orissa,Keonjhar,188.36,395.04,0.31,0.58,0.18,1.32
1966,Orissa,Koraput,363.98,255.95,1.35,0.71,7.54,45.55
1967,Orissa,Koraput,371.68,278.82,1.36,0.77,6.98,42.14
1968,Orissa,Koraput,356.42,315.01,1.6,0.89,7.8,22.74
1969,Orissa,Koraput,368.16,314.81,1.59,0.95,7.61,22.93
1970,Orissa,Koraput,361,326,1.68,1.07,6.05,27.19
1971,Orissa,Koraput,351,286,1.14,1.26,5.32,23.28
1972,Orissa,Koraput,422.74,307.47,3.1,4.91,4.93,13.52
1973,Orissa,Koraput,416.32,409.64,4.1,4.94,6.58,19.1
1974,Orissa,Koraput,418.74,224.75,3.7,5.29,7.45,28.88
1975,Orissa,Koraput,416.51,439.18,4.1,7.09,6.7,30.1
1976,Orissa,Koraput,424.68,319.68,4.36,6.06,7.36,24.7
1977,Orissa,Koraput,407.71,408.53,5.28,8.71,5.15,23.42
1978,Orissa,Koraput,377.83,389.97,6.21,9.95,6.12,28.67
1979,Orissa,Koraput,339.9,237.91,5.51,9.79,8.54,42.18
1980,Orissa,Koraput,368.36,337.2,6.67,10.99,8.9,44.95
1981,Orissa,Koraput,367.61,344.63,6.09,10.64,7.59,38.3
1982,Orissa,Koraput,363.42,346.81,5.36,9.71,7.3,34.44
1983,Orissa,Koraput,388.64,435.03,5.89,10.49,7.88,44.94
1984,Orissa,Koraput,396.04,394.04,4.92,2.16,11.32,68.7
1985,Orissa,Koraput,389.56,535.98,4.83,9.23,12,76.8
1986,Orissa,Koraput,378.4,427.81,3.74,7.47,7.04,38.7
1987,Orissa,Koraput,346,311.03,3,6,7.04,38.7
1988,Orissa,Koraput,388,414.97,2.77,5.54,7.5,41.25
1989,Orissa,Koraput,377.77,454.79,2.59,4.13,7.8,51
1990,Orissa,Koraput,411.07,516.51,3.8,5.14,7,50.5
1991,Orissa,Koraput,442.34,617.35,1.61,2.71,7.08,49.56
1992,Orissa,Koraput,407.56,391.46,1.08,1.8,6.06,42.42
1993,Orissa,Koraput,438.41,567.77,0.65,1.03,5.97,31.14
1994,Orissa,Koraput,429.42,580.14,0.65,0.89,6.29,35.58
1995,Orissa,Koraput,418.19,562.07,0.63,0.93,6.93,40.4
1996,Orissa,Koraput,433.23,600.3,0.49,0.61,7.87,47.27
1997,Orissa,Koraput,405.2,437.59,0.31,0.32,9.01,65.71
1998,Orissa,Koraput,429.06,633.1,0.46,0.43,9.38,60.2
1999,Orissa,Koraput,450.5,645.49,0.24,0.27,6.1,31.11
2000,Orissa,Koraput,467.32,537.41,0.31,0.29,5.75,30.45
2001,Orissa,Koraput,470.69,627.47,0.43,0.41,7.16,43.04
2002,Orissa,Koraput,429.82,319.16,0.44,0.64,6.88,40.66
2003,Orissa,Koraput,434.5,686.93,0.68,0.78,7.64,39.79
2004,Orissa,Koraput,459.67,668.72,0.71,1.15,9.25,65.48
2005,Orissa,Koraput,452.27,636.35,0.69,1.14,11.93,85.77
2006,Orissa,Koraput,448.8,677.73,0.73,1.26,15.49,114.72
2007,Orissa,Koraput,443.85,754.64,0.84,1.44,15.58,116.43
2008,Orissa,Koraput,446.7,619.52,0.97,1.65,15.16,110.24
2009,Orissa,Koraput,442.98,617.83,1.07,1.77,13.59,94.66
2010,Orissa,Koraput,439.01,873.99,0.98,1.54,14.58,112.85
2011,Orissa,Koraput,411.18,400.35,0.74,1.21,14.71,113.36
2012,Orissa,Koraput,417.65,871.13,0.67,1.12,15.17,103.63
2013,Orissa,Koraput,446.81,1119.39,0.68,1.13,0,0
2014,Orissa,Koraput,449.92,978.68,0.53,0.89,12.98,96.08
2015,Orissa,Koraput,410.45,609.13,0.38,0.66,0,0
2016,Orissa,Koraput,429.65,1038.55,0.3,0.49,12.91,97.53
2017,Orissa,Koraput,401.48,898.1,0.34,0.63,10.49,79.81
1966,Orissa,Mayurbhanja,319.41,269.3,0.9,0.57,0.52,1.28
1967,Orissa,Mayurbhanja,326.92,288.32,0.79,0.69,0.23,0.66
1968,Orissa,Mayurbhanja,308.38,276.73,1.01,1.33,0.39,2.33
1969,Orissa,Mayurbhanja,318.54,276.56,1,1.41,0.33,1.44
1970,Orissa,Mayurbhanja,307,243,1.12,2.05,0.31,1.53
1971,Orissa,Mayurbhanja,365,226,1.75,3.63,0.28,2.49
1972,Orissa,Mayurbhanja,338.97,284.25,3.38,7.42,0.23,1.99
1973,Orissa,Mayurbhanja,340.6,283.95,3.95,6.53,0.48,2.43
1974,Orissa,Mayurbhanja,341.17,273.32,3.88,8.32,0.44,2.87
1975,Orissa,Mayurbhanja,363.83,308.22,3.95,8.35,0.54,3.5
1976,Orissa,Mayurbhanja,310.48,223.54,2.98,5.96,0.6,1.75
1977,Orissa,Mayurbhanja,353.06,366.62,3.86,8.78,0.45,1.89
1978,Orissa,Mayurbhanja,355.01,341.06,3.45,7.71,0.47,2.1
1979,Orissa,Mayurbhanja,361.82,205.85,2.67,7.03,0.53,2.42
1980,Orissa,Mayurbhanja,327.15,334.58,4.64,9.53,0.63,3.45
1981,Orissa,Mayurbhanja,317.34,294.96,4.74,11.1,0.99,5.5
1982,Orissa,Mayurbhanja,328.18,213.59,4.71,12.05,0.65,1.4
1983,Orissa,Mayurbhanja,329.88,363.66,4.11,9.41,0.56,2.53
1984,Orissa,Mayurbhanja,334.03,338.42,4.07,7.54,0.89,5
1985,Orissa,Mayurbhanja,329.66,349.31,4.49,8.57,1,6.4
1986,Orissa,Mayurbhanja,330.1,336.3,3.47,6.45,0.13,0.7
1987,Orissa,Mayurbhanja,325.6,330.81,4.8,8.8,0.13,0.7
1988,Orissa,Mayurbhanja,326.85,379.49,3.02,5.29,0.5,2.65
1989,Orissa,Mayurbhanja,335.41,365.62,3.2,5.78,0.4,2.4
1990,Orissa,Mayurbhanja,325.04,339.15,2.85,4.95,0.6,2.4
1991,Orissa,Mayurbhanja,335.8,412.31,2.98,5.66,0.54,3.78
1992,Orissa,Mayurbhanja,332.49,385.12,1.48,2.7,0.64,4.16
1993,Orissa,Mayurbhanja,330.17,438.1,0.61,1.13,0.9,6.34
1994,Orissa,Mayurbhanja,340.86,449.87,0.85,1.39,0.9,6.35
1995,Orissa,Mayurbhanja,345.52,414.39,0.82,1.53,0.09,0.63
1996,Orissa,Mayurbhanja,346.37,284.38,0.77,1.16,0.09,0.45
1997,Orissa,Mayurbhanja,341.09,469.06,1.06,1.57,0.3,2.01
1998,Orissa,Mayurbhanja,339.21,291.77,1.23,1.14,0.02,0.03
1999,Orissa,Mayurbhanja,333.61,385.79,1.33,1.5,0.03,0.15
2000,Orissa,Mayurbhanja,336.52,389.75,1.58,2.26,0.01,0.05
2001,Orissa,Mayurbhanja,350.63,538.21,1.35,1.73,0.01,0.05
2002,Orissa,Mayurbhanja,313.22,255.28,1.57,1.69,0.01,0.05
2003,Orissa,Mayurbhanja,340.87,496.76,1.75,2.45,0.03,0.15
2004,Orissa,Mayurbhanja,325.07,489.72,1.67,2.42,0.02,0.12
2005,Orissa,Mayurbhanja,316.33,472.21,1.52,2.28,0.02,0.09
2006,Orissa,Mayurbhanja,317.47,501.43,1.43,2.16,0.05,0.23
2007,Orissa,Mayurbhanja,344.8,574.85,1.51,2.51,0.08,0.36
2008,Orissa,Mayurbhanja,345.19,542.59,1.52,2.85,0.03,0.16
2009,Orissa,Mayurbhanja,328.62,458.72,1.63,2.74,0.02,0.12
2010,Orissa,Mayurbhanja,284.63,265.38,1.63,2.74,0.43,2.29
2011,Orissa,Mayurbhanja,299.21,563.67,1.46,2.27,0.03,0.18
2012,Orissa,Mayurbhanja,287.33,495.92,1.22,2.31,0.03,0.19
2013,Orissa,Mayurbhanja,305.17,424.21,1.25,2.32,0,0
2014,Orissa,Mayurbhanja,315.96,687.42,1.41,2.65,0,0
2015,Orissa,Mayurbhanja,318.03,312.85,0.25,0.46,0,0
2016,Orissa,Mayurbhanja,306.67,723.12,0.31,0.58,0,0
2017,Orissa,Mayurbhanja,324.09,655.66,0.16,0.31,0,0
1966,Orissa,Phulbani ( Kandhamal ),73.54,41.28,0.31,0.2,0.88,4.44
1967,Orissa,Phulbani ( Kandhamal ),66,37.95,0.36,0.43,0.78,3.93
1968,Orissa,Phulbani ( Kandhamal ),75.26,61.69,0.32,0.31,0.81,2.41
1969,Orissa,Phulbani ( Kandhamal ),77.74,61.66,0.32,0.33,0.94,2.33
1970,Orissa,Phulbani ( Kandhamal ),88.71,80.5,0.24,0.22,0.34,3.83
1971,Orissa,Phulbani ( Kandhamal ),92.19,71.06,0.29,0.25,0.9,4.51
1972,Orissa,Phulbani ( Kandhamal ),93.95,81.06,1.19,1.19,0.8,2.26
1973,Orissa,Phulbani ( Kandhamal ),88.78,83.61,0.93,0.87,1.43,3.58
1974,Orissa,Phulbani ( Kandhamal ),75.9,30.67,0.71,1.42,1.3,7.2
1975,Orissa,Phulbani ( Kandhamal ),84.93,88.93,0.93,1.11,1,5
1976,Orissa,Phulbani ( Kandhamal ),99.5,57.31,0.62,0.49,0.96,3.62
1977,Orissa,Phulbani ( Kandhamal ),85.96,82.32,1.85,2.77,0.9,3.6
1978,Orissa,Phulbani ( Kandhamal ),88.74,96.67,1.33,2.12,1.14,5.9
1979,Orissa,Phulbani ( Kandhamal ),83.67,48.73,0.89,1.07,1.26,6.5
1980,Orissa,Phulbani ( Kandhamal ),94.53,84.68,1.47,2.05,1.4,7.7
1981,Orissa,Phulbani ( Kandhamal ),88.66,84.25,1.45,2.2,1.07,6
1982,Orissa,Phulbani ( Kandhamal ),90.47,75.4,1.4,2.24,1.14,4
1983,Orissa,Phulbani ( Kandhamal ),108.3,139.83,1.11,2.22,0.36,3.05
1984,Orissa,Phulbani ( Kandhamal ),108.79,98.82,0.69,1.03,0.78,5.3
1985,Orissa,Phulbani ( Kandhamal ),114.38,160.41,1.06,2.03,1,6.4
1986,Orissa,Phulbani ( Kandhamal ),121.8,156.71,1.13,1.22,0.83,4.7
1987,Orissa,Phulbani ( Kandhamal ),87.49,47.58,0.9,1,0.83,4.7
1988,Orissa,Phulbani ( Kandhamal ),108.69,117.12,0.75,0.9,1.5,10.2
1989,Orissa,Phulbani ( Kandhamal ),122.12,166.78,0.66,0.83,1,6.35
1990,Orissa,Phulbani ( Kandhamal ),114.83,134.75,0.78,1.15,1,6.3
1991,Orissa,Phulbani ( Kandhamal ),119.38,163.43,0.61,1.11,0.56,2.88
1992,Orissa,Phulbani ( Kandhamal ),118.12,158.68,0.61,0.91,0.62,3.77
1993,Orissa,Phulbani ( Kandhamal ),113.82,136.02,0.51,0.81,0.13,0.59
1994,Orissa,Phulbani ( Kandhamal ),127.07,172.44,0.13,0.18,0.24,1.23
1995,Orissa,Phulbani ( Kandhamal ),122.33,154.02,0.12,0.17,0.36,1.84
1996,Orissa,Phulbani ( Kandhamal ),109.65,85.02,0.12,0.17,0.41,2.05
1997,Orissa,Phulbani ( Kandhamal ),130.11,185.67,0.16,0.22,0.37,2.18
1998,Orissa,Phulbani ( Kandhamal ),107.04,115.58,0.14,0.21,0.94,5.92
1999,Orissa,Phulbani ( Kandhamal ),120.51,171.47,0.18,0.25,0.28,1.76
2000,Orissa,Phulbani ( Kandhamal ),119.29,76.17,0.19,0.21,0.52,3.02
2001,Orissa,Phulbani ( Kandhamal ),128.55,174.93,0.24,0.31,0.23,1.4
2002,Orissa,Phulbani ( Kandhamal ),119.77,71.31,0.27,0.35,0.1,0.59
2003,Orissa,Phulbani ( Kandhamal ),130.12,214.37,0.63,0.72,0.08,0.43
2004,Orissa,Phulbani ( Kandhamal ),126.49,173.8,0.45,0.55,0.12,0.91
2005,Orissa,Phulbani ( Kandhamal ),123.99,178.96,0.52,0.62,0.15,1.22
2006,Orissa,Phulbani ( Kandhamal ),126.21,191,0.51,0.63,0.16,1.24
2007,Orissa,Phulbani ( Kandhamal ),118.77,182.35,0.45,0.56,0.13,0.99
2008,Orissa,Phulbani ( Kandhamal ),124.81,167.13,0.58,0.73,0.13,0.93
2009,Orissa,Phulbani ( Kandhamal ),112.64,185.12,0.76,0.96,0.1,0.77
2010,Orissa,Phulbani ( Kandhamal ),117.54,150.21,0.74,0.95,0.19,1.53
2011,Orissa,Phulbani ( Kandhamal ),102.18,120.19,0.79,1.57,0.13,1.03
2012,Orissa,Phulbani ( Kandhamal ),112.62,246.92,0.52,0.87,0.04,0.27
2013,Orissa,Phulbani ( Kandhamal ),114.06,193.98,0.32,0.54,0,0
2014,Orissa,Phulbani ( Kandhamal ),105.24,221.6,0.41,0.71,0.06,0.44
2015,Orissa,Phulbani ( Kandhamal ),90.57,83.55,0.09,0.16,0,0
2016,Orissa,Phulbani ( Kandhamal ),97.4,248.61,0.07,0.12,0.03,0.22
2017,Orissa,Phulbani ( Kandhamal ),89.04,155.67,0.09,0.17,0.05,0.37
1966,Orissa,Puri,372.73,399.36,1.38,0.83,4.34,23.2
1967,Orissa,Puri,370.94,351.96,1.43,1.13,5.24,29
1968,Orissa,Puri,361.41,388,1,0.88,5.35,45.11
1969,Orissa,Puri,373.32,387.76,0.99,0.93,5.55,33.03
1970,Orissa,Puri,372,393,0.46,0.68,5,13.95
1971,Orissa,Puri,414,395,0.95,1.33,2.73,24.15
1972,Orissa,Puri,411.66,479.21,2.97,1.7,4.16,30.37
1973,Orissa,Puri,391.06,440.25,3.31,1.67,5.23,40.47
1974,Orissa,Puri,368.18,290.67,3.13,2.89,3.95,32.78
1975,Orissa,Puri,394.74,444.52,3.31,3.46,5.15,44.45
1976,Orissa,Puri,394.39,292.45,2.8,3.18,4.85,41.69
1977,Orissa,Puri,401.66,431.99,2.69,2.69,5.3,38.69
1978,Orissa,Puri,390.4,397.83,1.45,2.48,4.91,35.78
1979,Orissa,Puri,388.29,409.85,1.56,2.76,4.69,33.37
1980,Orissa,Puri,403.15,391,1.84,2.99,5.18,38.1
1981,Orissa,Puri,371.4,311.79,2.35,3.65,5.46,45.82
1982,Orissa,Puri,392.38,261.44,2.81,4.1,5.71,50.54
1983,Orissa,Puri,403.25,522.85,2.08,3.24,4.25,36.12
1984,Orissa,Puri,382.22,438.51,1.96,3.65,6.98,49.2
1985,Orissa,Puri,408.46,554.48,2.15,4.1,8,51.2
1986,Orissa,Puri,405.13,510.61,1.88,2.91,7.32,51.2
1987,Orissa,Puri,397.49,394.36,1.4,2.2,7.32,51.2
1988,Orissa,Puri,374.84,506.52,1.01,1.6,6.5,49.4
1989,Orissa,Puri,402.81,769.67,0.89,1.38,6.4,45.78
1990,Orissa,Puri,364.38,426.19,0.72,1.11,6.7,50.2
1991,Orissa,Puri,448.61,742.62,0.84,1.5,5.47,48.68
1992,Orissa,Puri,414.26,572.41,0.67,0.98,4.26,30.76
1993,Orissa,Puri,417.12,709.35,0.4,0.61,5.32,42.24
1994,Orissa,Puri,383.45,502.71,0.63,0.99,4.95,44.37
1995,Orissa,Puri,402.17,602.97,0.42,0.62,7.48,60.84
1996,Orissa,Puri,407.17,414.62,0.38,0.56,6.29,48.8
1997,Orissa,Puri,386.56,534.98,0.46,0.64,6.71,52.45
1998,Orissa,Puri,404.81,600.91,0.33,0.47,7.16,53.8
1999,Orissa,Puri,444.22,357.44,0.41,0.6,4.12,31.29
2000,Orissa,Puri,360.31,474.39,0.26,0.3,6.24,46.13
2001,Orissa,Puri,375.93,598.3,0.47,0.54,3.28,21.2
2002,Orissa,Puri,359.11,241.65,0.41,0.35,3.93,23.2
2003,Orissa,Puri,376.53,508.46,0.3,0.26,4.29,28.75
2004,Orissa,Puri,377.93,569.58,0.18,0.17,5.57,34.73
2005,Orissa,Puri,409.97,658.04,0.15,0.21,6.56,41.89
2006,Orissa,Puri,403.4,598.7,0.24,0.21,7.31,46.61
2007,Orissa,Puri,378.51,620.46,0.26,0.24,6.49,41.08
2008,Orissa,Puri,388.43,502.43,0.24,0.22,7.38,47.55
2009,Orissa,Puri,357.92,615.35,0.35,0.35,7.93,54.87
2010,Orissa,Puri,348.57,593.22,0.36,0.4,7.89,54.55
2011,Orissa,Puri,332.69,434.65,0.37,0.48,7.25,50.82
2012,Orissa,Puri,325.04,759.04,0.4,0.58,6.04,41.38
2013,Orissa,Puri,334.95,364.58,0.36,0.53,0,0
2014,Orissa,Puri,325.46,692.52,0.33,0.48,4.29,30.39
2015,Orissa,Puri,321.38,493.49,0.17,0.24,0,0
2016,Orissa,Puri,294.5,752.82,0.17,0.23,2.08,14.74
2017,Orissa,Puri,276.34,433.1,0.15,0.27,2.09,15.95
1966,Orissa,Sambalpur,533.67,478.1,3.22,4.76,4.34,14.6
1967,Orissa,Sambalpur,574.6,577.32,3.1,5.52,2.73,9.18
1968,Orissa,Sambalpur,541.72,511.63,3.9,7.26,3.15,19.13
1969,Orissa,Sambalpur,559.57,511.31,3.86,7.72,3.81,23.22
1970,Orissa,Sambalpur,539,405,4.29,9.5,3.33,27.43
1971,Orissa,Sambalpur,541,474,5.26,10.66,2.91,19.38
1972,Orissa,Sambalpur,545.27,539.83,11.77,19.61,3.33,15.87
1973,Orissa,Sambalpur,650.93,686,12.12,20.31,4.32,23.96
1974,Orissa,Sambalpur,546.85,443.59,10.13,18.33,4.17,25.17
1975,Orissa,Sambalpur,584.53,627.92,12.12,21.38,4.72,28.72
1976,Orissa,Sambalpur,535.4,436.47,8.5,16.27,5.2,30.12
1977,Orissa,Sambalpur,527.52,556.29,11.31,25.02,5.75,34.5
1978,Orissa,Sambalpur,548.76,569.24,9.71,16.69,5.92,37.23
1979,Orissa,Sambalpur,502.83,328.4,6.37,7.92,3.79,21.03
1980,Orissa,Sambalpur,537.49,608.94,9.98,18.75,3.29,19.4
1981,Orissa,Sambalpur,518.8,555.77,9.27,17,3.07,18.1
1982,Orissa,Sambalpur,195.54,438.13,8.31,14.3,4.62,30.04
1983,Orissa,Sambalpur,549.42,716.19,8.43,18.3,5.13,33.13
1984,Orissa,Sambalpur,521.24,612.64,7.2,12.76,6.06,38.5
1985,Orissa,Sambalpur,561.89,695.56,7.64,15.6,5.5,35.2
1986,Orissa,Sambalpur,541.99,653.43,7.2,14.65,2.53,19
1987,Orissa,Sambalpur,522.04,484.44,6.6,13.4,2.53,19
1988,Orissa,Sambalpur,548.62,695.52,4.59,9.18,3,21
1989,Orissa,Sambalpur,540.17,770.36,4.51,7.46,2.8,20.3
1990,Orissa,Sambalpur,560.68,898.28,4.52,7.76,3.3,24
1991,Orissa,Sambalpur,543.08,900.53,4.02,7.38,1.67,10.87
1992,Orissa,Sambalpur,536.87,721.45,2.59,4.62,1.67,9.69
1993,Orissa,Sambalpur,561.36,932.85,3.04,5.57,2.7,15.34
1994,Orissa,Sambalpur,553.59,999.3,3.24,6.17,2.43,13.15
1995,Orissa,Sambalpur,558.96,969.09,3.26,6.23,3.96,22.5
1996,Orissa,Sambalpur,534.17,704.24,2.34,4.42,3.8,24.07
1997,Orissa,Sambalpur,546.85,934.79,2.59,3.78,3.14,22.63
1998,Orissa,Sambalpur,550.8,783.97,2.69,3.61,3.37,23.23
1999,Orissa,Sambalpur,567.08,1091.77,2.45,4.47,1.15,7.94
2000,Orissa,Sambalpur,539.51,498.97,1.63,1.97,2.69,20.77
2001,Orissa,Sambalpur,568.21,1030.62,4.05,5.14,2.21,13.76
2002,Orissa,Sambalpur,551.9,607.47,1.35,1.92,2.1,13.81
2003,Orissa,Sambalpur,564.79,1069.33,3.84,4.84,2.61,19.37
2004,Orissa,Sambalpur,566.11,889.99,3.48,4.14,2.27,17.52
2005,Orissa,Sambalpur,556.55,1029.07,3.73,4.61,1.71,12.54
2006,Orissa,Sambalpur,558.2,1088.36,3.79,4.8,1.52,11
2007,Orissa,Sambalpur,550.88,1128.08,3.79,4.89,1.41,10.34
2008,Orissa,Sambalpur,555.67,1131.5,3.46,4.5,0.94,7.1
2009,Orissa,Sambalpur,543.07,943.8,3.02,3.75,0.85,5.84
2010,Orissa,Sambalpur,550.84,993.07,2.65,3.83,1.47,10.4
2011,Orissa,Sambalpur,518.7,1016.49,2.22,3.68,1.47,10.78
2012,Orissa,Sambalpur,518.66,1586.6,2.25,3.88,1.01,6.7
2013,Orissa,Sambalpur,580.29,1240.17,1.5,2.5,0,0
2014,Orissa,Sambalpur,599.69,1567.98,0.9,1.49,0.88,6.3
2015,Orissa,Sambalpur,548.69,837.19,0.26,0.43,0,0
2016,Orissa,Sambalpur,528.04,1150.15,0.23,0.37,0.9,6.39
2017,Orissa,Sambalpur,529.76,626.07,0.41,0.76,1.06,8.05
1966,Orissa,Sundargarh,198.1,132.12,0.78,0.39,0.35,2.2
1967,Orissa,Sundargarh,183.14,148.13,1.28,1.23,0.45,2.77
1968,Orissa,Sundargarh,176.65,151.11,1.34,1.37,0.83,5.14
1969,Orissa,Sundargarh,182.47,151.02,1.33,1.45,0.87,4.42
1970,Orissa,Sundargarh,180,142,1.26,1.6,0.66,3.29
1971,Orissa,Sundargarh,215.9,180,1.29,2.31,0.66,3.29
1972,Orissa,Sundargarh,207.88,153.52,5.56,8.53,0.42,0.22
1973,Orissa,Sundargarh,265.59,184.67,6.93,11.53,0.49,2.38
1974,Orissa,Sundargarh,209.86,126.58,6.52,9.78,0.94,4.7
1975,Orissa,Sundargarh,235.82,205.9,6.93,10.4,1.05,5.25
1976,Orissa,Sundargarh,214.72,118.75,6.24,12.48,0.45,0.45
1977,Orissa,Sundargarh,215.04,183.21,8.45,21.12,0.6,1.8
1978,Orissa,Sundargarh,223.58,176.76,5.03,15.57,0.68,2.16
1979,Orissa,Sundargarh,212.37,87.32,2.06,4.28,0.81,3.66
1980,Orissa,Sundargarh,191.03,157.77,6.9,13.87,0.85,3.8
1981,Orissa,Sundargarh,219.61,173.62,6.53,14.85,0.79,3.6
1982,Orissa,Sundargarh,205.94,116.67,6,15,0.58,5.7
1983,Orissa,Sundargarh,206.32,176.26,8.54,17.08,0.56,3.12
1984,Orissa,Sundargarh,221.88,173.44,7.29,13.81,0.6,3.6
1985,Orissa,Sundargarh,224.1,199.33,7.99,15.28,0.5,3.2
1986,Orissa,Sundargarh,229.3,171.25,6.62,10.47,0.32,2.1
1987,Orissa,Sundargarh,219.41,138.37,5.9,9.3,0.32,2.1
1988,Orissa,Sundargarh,218.05,190.12,5.5,9.9,0.5,2.45
1989,Orissa,Sundargarh,227.84,184.61,3.92,7.41,0.35,2.12
1990,Orissa,Sundargarh,225.72,212.47,3.38,6.24,0.4,2.5
1991,Orissa,Sundargarh,219.32,236.6,3.39,6.26,0.27,2.18
1992,Orissa,Sundargarh,226.08,157.55,3.25,5.96,0.26,2.1
1993,Orissa,Sundargarh,221.83,209.51,2.68,4.92,0.33,2.67
1994,Orissa,Sundargarh,222.21,237.7,3.21,6.52,0.35,2.23
1995,Orissa,Sundargarh,225.45,202.62,3.29,6.18,0.2,1.27
1996,Orissa,Sundargarh,237.2,205.57,2.34,4.24,0.27,1.35
1997,Orissa,Sundargarh,235.88,240.94,1.5,1.72,0.15,0.99
1998,Orissa,Sundargarh,221.2,166.72,2.14,2.86,0.21,1.19
1999,Orissa,Sundargarh,239.21,244.11,2.46,4.26,0.21,1.2
2000,Orissa,Sundargarh,222.26,121.23,3.36,5.26,0.11,0.63
2001,Orissa,Sundargarh,246.61,241.04,3.64,5.75,0.17,1.06
2002,Orissa,Sundargarh,226.44,73.48,2.84,4.3,0.2,1.43
2003,Orissa,Sundargarh,241.91,246.84,2.58,4.04,0.15,0.91
2004,Orissa,Sundargarh,233.31,244.17,1.98,2.87,0.13,0.92
2005,Orissa,Sundargarh,212.53,244.48,2.04,3.17,0.09,0.44
2006,Orissa,Sundargarh,224.48,276.95,1.8,2.85,0.1,0.49
2007,Orissa,Sundargarh,216.38,305.16,2.15,3.5,0.05,0.24
2008,Orissa,Sundargarh,218.44,300.56,2.55,4.17,0.06,0.34
2009,Orissa,Sundargarh,206.16,148.31,2.64,5.47,0.05,0.38
2010,Orissa,Sundargarh,211.82,140.22,2.17,4.55,0.03,0.28
2011,Orissa,Sundargarh,193.34,346.84,2.05,4.31,0.02,0.15
2012,Orissa,Sundargarh,204.43,474.43,2.12,3.86,0.06,0.36
2013,Orissa,Sundargarh,211.03,411.87,1.97,3.5,0,0
2014,Orissa,Sundargarh,195.83,496.44,1.52,2.71,0.07,0.49
2015,Orissa,Sundargarh,194.65,228.15,0.81,1.47,0,0
2016,Orissa,Sundargarh,207.74,352.36,1.02,1.87,0.07,0.51
2017,Orissa,Sundargarh,198.96,349.97,0.4,0.75,0.18,1.33
1966,West Bengal,24 Parganas,603.36,628.09,1.16,1.04,1.45,6.09
1967,West Bengal,24 Parganas,618.82,682.16,2.29,1.98,1.41,5.38
1968,West Bengal,24 Parganas,615.7,703.49,3.92,4.86,1.89,9.49
1969,West Bengal,24 Parganas,633.2,672.19,5.43,6.19,2.08,10.82
1970,West Bengal,24 Parganas,582.4,475.7,9.09,11.27,1.84,8.13
1971,West Bengal,24 Parganas,614.2,566.56,12.37,12.12,1.52,6.1
1972,West Bengal,24 Parganas,615.9,621.12,14.69,20.27,0.74,2.55
1973,West Bengal,24 Parganas,623.3,707.08,10.86,13.57,1.13,6.05
1974,West Bengal,24 Parganas,644.7,763.56,17.85,31.42,1.63,8.05
1975,West Bengal,24 Parganas,661.1,800.43,17.78,26.14,1.21,4.77
1976,West Bengal,24 Parganas,634.8,667.45,14.99,25.48,0.95,3.67
1977,West Bengal,24 Parganas,652.6,892.15,10.15,23.95,1.05,5.27
1978,West Bengal,24 Parganas,613,677.82,11.54,19.85,1.08,5.36
1979,West Bengal,24 Parganas,622,692.99,15.08,21.26,0.66,3.25
1980,West Bengal,24 Parganas,639.8,926.42,8.97,14.26,0.63,3.71
1981,West Bengal,24 Parganas,704.88,744.16,8.64,12.14,0.86,5.46
1982,West Bengal,24 Parganas,657.73,631.43,10.79,24.34,1.16,6.2
1983,West Bengal,24 Parganas,694.1,1002.32,9.94,27.4,1.12,5.58
1984,West Bengal,24 Parganas,649.72,1052.13,10.12,25.09,0.61,3.7
1985,West Bengal,24 Parganas,641,884.14,7.5,16.54,0.62,4.4
